"OverTime","BusinessTravel","Education","EnvSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","RelatSatisfaction","StockOptionLevel","WorkLifeBalance","Department","EducationField","JobRole","MaritalStatus","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","TotalWorkingYears","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"No","Rarely","Master","Low","Medium","Entry","Very High","Very High","No stock","Better","R&D","Medical","Res. Sci.","Single",27,3,2045,0,5,4,2,1,"No"
"Yes","Rarely","Below College","Very High","High","Entry","High","Very High","No stock","Better","R&D","Medical","Res. Sci.","Single",20,10,1009,1,1,1,0,1,"Yes"
"Yes","Frequently","Bachelor","Low","High","Entry","Low","Low","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",33,3,3348,1,10,10,8,7,"Yes"
"No","Never","Bachelor","High","Medium","Entry","High","High","Medium stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",35,3,1281,1,1,1,0,0,"No"
"No","Rarely","Bachelor","Low","Very High","Entry","Low","Low","Few stocks","Best","R&D","Medical","Res. Sci.","Married",23,4,2819,2,5,3,2,2,"No"
"No","Rarely","Bachelor","Very High","Very High","Intermediate","Medium","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",25,8,4851,0,4,3,2,2,"No"
"No","Rarely","Master","Very High","Medium","Intermediate","Very High","Low","No stock","Better","Sales","Marketing","Sales Exe.","Single",38,7,4028,0,8,7,7,5,"No"
"No","Frequently","Master","Medium","Low","Entry","Very High","Very High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",29,1,2720,1,10,10,7,8,"No"
"No","Rarely","Below College","Medium","Very High","Intermediate","Medium","Very High","No stock","Better","Sales","Marketing","Sales Exe.","Married",48,2,8120,3,12,2,2,2,"No"
"Yes","Frequently","Below College","Very High","Very High","Intermediate","Very High","Medium","Medium stocks","Better","Sales","Medical","Sales Exe.","Divorced",27,3,4647,1,6,6,5,4,"No"
"No","Rarely","College","Very High","Very High","Entry","Very High","Low","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",37,10,4680,3,4,1,0,0,"No"
"Yes","Rarely","Below College","Very High","Very High","Entry","High","High","Many stocks","Better","R&D","Medical","Lab. Tech.","Married",50,28,3221,1,20,20,8,8,"No"
"No","Rarely","Bachelor","Very High","Medium","Experienced","Medium","Medium","No stock","Best","R&D","Medical","Health. Repr.","Single",34,9,8621,1,9,8,7,7,"No"
"No","Rarely","College","Low","High","Intermediate","High","Low","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",24,3,4577,9,4,2,2,0,"Yes"
"No","Rarely","Master","Very High","Medium","Intermediate","High","Low","No stock","Better","R&D","Technical","Health. Repr.","Single",39,2,4553,1,20,20,7,10,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Very High","Very High","No stock","Good","Sales","Marketing","Sales Exe.","Single",32,10,5396,1,10,10,7,8,"No"
"Yes","Frequently","College","Medium","High","Intermediate","High","Low","Few stocks","Better","Sales","Technical","Sales Exe.","Married",50,8,6796,3,18,4,3,3,"Yes"
"No","Rarely","Master","Medium","Very High","Intermediate","Very High","High","No stock","Good","R&D","Life Sciences","Health. Repr.","Single",38,1,7625,0,10,9,7,8,"No"
"No","Rarely","College","High","High","Experienced","Low","Very High","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Married",27,1,7412,1,9,9,7,7,"No"
"No","Rarely","College","High","High","Experienced","Very High","Very High","No stock","Better","R&D","Life Sciences","Res. Dir.","Single",32,3,11159,3,10,7,7,7,"No"
"No","Rarely","Master","Very High","High","Intermediate","Low","Very High","No stock","Better","Sales","Marketing","Sales Exe.","Single",47,14,4960,2,20,7,7,7,"No"
"Yes","Frequently","Master","Very High","Medium","Experienced","Low","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",40,5,10475,5,20,18,13,12,"No"
"No","Rarely","Bachelor","High","Very High","Advanced","High","High","No stock","Better","R&D","Life Sciences","Res. Dir.","Married",53,7,14814,3,32,5,1,3,"No"
"No","Rarely","Master","Medium","Medium","Expert","Very High","Medium","Many stocks","Good","HR","HR","Manager","Divorced",41,10,19141,3,23,21,6,6,"No"
"No","Rarely","Master","Low","High","Intermediate","Low","Very High","No stock","Better","Sales","Marketing","Sales Exe.","Single",60,16,5405,8,10,2,2,2,"No"
"No","Frequently","College","Very High","High","Experienced","Low","High","Medium stocks","Good","R&D","Life Sciences","Manuf. Dir.","Divorced",27,10,8793,1,9,9,7,7,"No"
"No","Rarely","Bachelor","Very High","Medium","Expert","High","Medium","Few stocks","Better","HR","HR","Manager","Married",41,1,19189,1,22,22,7,10,"No"
"No","Rarely","Master","Very High","High","Entry","Medium","Very High","Few stocks","Better","Sales","Marketing","Sales Repr.","Married",50,8,3875,7,4,2,2,2,"No"
"Yes","Rarely","College","Low","Low","Entry","Medium","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",28,1,2216,7,10,7,7,7,"Yes"
"No","Never","Bachelor","Low","Very High","Experienced","Low","Low","Few stocks","Better","R&D","Life Sciences","Res. Dir.","Married",36,8,11713,9,10,8,7,5,"No"
"Yes","Rarely","Bachelor","High","High","Experienced","High","Very High","No stock","Best","R&D","Life Sciences","Manuf. Dir.","Single",38,1,7861,4,10,1,0,0,"No"
"No","Never","Bachelor","Low","Low","Entry","High","High","No stock","Better","R&D","Medical","Lab. Tech.","Single",44,24,3708,2,9,5,2,4,"No"
"Yes","Frequently","Bachelor","Very High","High","Advanced","High","Very High","Medium stocks","Good","Sales","Medical","Sales Exe.","Divorced",47,3,13770,9,28,22,2,13,"No"
"No","Rarely","Doctor","High","High","Intermediate","Very High","Very High","Few stocks","Good","Sales","Marketing","Sales Exe.","Divorced",30,27,5304,7,10,8,7,7,"No"
"No","Rarely","Bachelor","High","High","Entry","High","High","No stock","Better","Sales","Life Sciences","Sales Repr.","Single",29,10,2642,1,1,1,0,0,"No"
"Yes","Frequently","Bachelor","High","Very High","Entry","High","Very High","No stock","Better","R&D","Medical","Res. Sci.","Divorced",42,19,2759,6,7,2,2,2,"Yes"
"No","Frequently","Bachelor","Very High","Medium","Intermediate","Very High","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",43,15,6804,3,7,2,2,2,"No"
"No","Rarely","College","Medium","High","Intermediate","High","Very High","No stock","Better","R&D","Medical","Health. Repr.","Single",34,8,6142,3,10,5,1,3,"No"
"No","Rarely","Below College","Medium","High","Entry","Low","Very High","Few stocks","Best","R&D","Medical","Lab. Tech.","Married",23,9,2500,1,5,4,3,2,"No"
"No","Rarely","Bachelor","High","Very High","Intermediate","Medium","High","Few stocks","Bad","HR","HR","HR","Married",39,3,6389,9,12,8,3,6,"No"
"No","Rarely","Bachelor","High","High","Advanced","Very High","High","No stock","Good","R&D","Medical","Health. Repr.","Married",56,9,11103,7,30,10,7,1,"No"
"Yes","Rarely","Below College","Very High","Medium","Entry","Very High","Very High","No stock","Good","R&D","Medical","Res. Sci.","Single",40,2,2342,0,5,4,2,3,"No"
"No","Rarely","Bachelor","Very High","Medium","Intermediate","Low","Low","No stock","Bad","R&D","Medical","Health. Repr.","Single",27,7,6811,8,9,7,6,7,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Medium","Very High","Medium stocks","Better","Sales","Marketing","Sales Repr.","Divorced",29,10,2297,1,2,2,2,2,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Very High","Very High","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",53,6,2450,2,19,2,2,2,"No"
"No","Never","Master","Very High","High","Intermediate","Low","Low","Few stocks","Best","R&D","Life Sciences","Health. Repr.","Divorced",35,2,5093,2,16,1,0,0,"No"
"No","Frequently","Master","Low","High","Intermediate","Very High","Very High","Medium stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",32,24,5309,1,10,10,8,7,"No"
"Yes","Rarely","Doctor","Very High","High","Entry","High","Medium","Few stocks","Bad","R&D","Medical","Res. Sci.","Married",38,2,3057,6,6,1,0,1,"No"
"No","Rarely","Doctor","Medium","High","Intermediate","Low","High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Divorced",34,8,5121,3,7,0,0,0,"No"
"No","Rarely","Master","High","Medium","Advanced","Low","Low","No stock","Best","Sales","Marketing","Manager","Married",52,3,16856,1,34,34,6,16,"No"
"Yes","Rarely","Master","Very High","High","Entry","Very High","High","No stock","Good","R&D","Other","Res. Sci.","Single",33,1,2686,1,10,10,9,8,"Yes"
"No","Rarely","Below College","High","High","Intermediate","Very High","Medium","No stock","Good","Sales","Medical","Sales Exe.","Single",25,26,6180,1,6,6,5,4,"No"
"No","Rarely","College","Medium","Low","Intermediate","High","Low","No stock","Better","Sales","Technical","Sales Repr.","Single",45,2,6632,0,9,8,7,1,"No"
"No","Rarely","Below College","Low","Very High","Entry","High","Very High","No stock","Better","R&D","Medical","Res. Sci.","Single",23,10,3505,1,2,2,2,2,"No"
"Yes","Frequently","College","Medium","Very High","Intermediate","High","Very High","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",47,27,6397,4,8,5,4,3,"Yes"
"No","Rarely","Bachelor","Very High","High","Intermediate","Very High","High","No stock","Better","Sales","Other","Sales Exe.","Single",34,2,6274,1,6,6,5,4,"No"
"Yes","Rarely","Bachelor","Very High","High","Expert","Low","Very High","Few stocks","Better","R&D","Medical","Manager","Married",55,2,19859,5,24,5,2,4,"Yes"
"No","Never","Master","Low","Medium","Experienced","Low","Medium","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",36,8,7587,1,10,10,7,9,"No"
"No","Never","Master","Very High","High","Entry","Very High","Low","Few stocks","Better","R&D","Medical","Res. Sci.","Married",52,19,4258,0,5,4,3,2,"No"
"No","Frequently","College","Low","Low","Entry","Very High","Low","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Divorced",26,1,4364,3,5,2,2,0,"No"
"No","Rarely","Bachelor","Medium","High","Intermediate","High","Low","Few stocks","Good","R&D","Medical","Health. Repr.","Married",29,27,4335,4,11,8,7,1,"No"
"No","Rarely","Bachelor","Very High","Medium","Intermediate","Low","High","No stock","Good","Sales","Technical","Sales Exe.","Single",26,8,5326,6,6,4,3,2,"Yes"
"No","Rarely","Master","Medium","Very High","Entry","Very High","High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",34,1,3280,2,10,4,2,3,"No"
"Yes","Rarely","Master","Very High","High","Intermediate","Low","Medium","Medium stocks","Better","R&D","Medical","Manuf. Dir.","Divorced",54,19,5485,9,9,5,3,4,"No"
"No","Frequently","Below College","High","High","Intermediate","Very High","Medium","Few stocks","Better","Sales","Marketing","Sales Exe.","Married",27,8,4342,0,5,4,2,1,"No"
"Yes","Rarely","Below College","Very High","High","Entry","Low","Medium","Medium stocks","Good","R&D","Life Sciences","Res. Sci.","Divorced",37,10,2782,0,6,5,3,3,"No"
"Yes","Frequently","Master","Low","Very High","Intermediate","Low","Very High","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",38,2,5980,6,17,15,7,12,"No"
"No","Rarely","Master","High","Medium","Entry","Low","High","No stock","Better","R&D","Medical","Res. Sci.","Single",34,2,4381,1,6,6,5,3,"No"
"No","Rarely","Master","Low","High","Entry","Very High","Medium","Few stocks","Good","Sales","Life Sciences","Sales Repr.","Married",35,8,2572,1,3,3,2,2,"No"
"No","Rarely","Bachelor","Very High","Low","Entry","High","High","Medium stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",30,1,3833,3,7,2,2,2,"No"
"No","Frequently","College","High","Very High","Intermediate","Medium","Very High","Few stocks","Better","R&D","Medical","Health. Repr.","Married",40,2,4244,1,8,8,7,7,"No"
"No","Rarely","College","High","High","Intermediate","Low","Medium","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",34,8,6500,5,6,3,2,2,"No"
"No","Frequently","Bachelor","Medium","High","Expert","Very High","Medium","Few stocks","Good","R&D","Life Sciences","Manager","Divorced",42,8,18430,1,24,24,7,9,"No"
"Yes","Rarely","Bachelor","High","Very High","Entry","Low","High","Medium stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",23,6,1601,1,1,0,0,0,"Yes"
"No","Never","Bachelor","High","Medium","Entry","Medium","High","Many stocks","Better","R&D","Life Sciences","Lab. Tech.","Divorced",24,9,2694,1,1,1,0,0,"No"
"No","Rarely","Master","Very High","High","Intermediate","High","Medium","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",52,11,3149,8,9,5,2,4,"No"
"No","Rarely","Bachelor","High","High","Advanced","High","Very High","No stock","Better","R&D","Medical","Res. Dir.","Married",50,2,17639,5,30,4,3,3,"No"
"Yes","Rarely","College","Medium","Medium","Entry","Low","Very High","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",29,1,2319,1,1,1,0,0,"Yes"
"No","Rarely","Bachelor","High","High","Experienced","High","Very High","No stock","Best","R&D","Medical","Res. Dir.","Married",33,7,11691,0,14,13,9,7,"No"
"No","Rarely","Bachelor","Low","High","Intermediate","Low","High","No stock","Better","Sales","Marketing","Sales Exe.","Single",33,16,5324,5,6,3,2,2,"Yes"
"Yes","Rarely","College","High","High","Advanced","Very High","High","Few stocks","Good","R&D","Other","Manager","Married",47,2,16752,1,26,26,14,0,"No"
"No","Rarely","Bachelor","High","High","Intermediate","Medium","Low","Few stocks","Better","R&D","Other","Manuf. Dir.","Married",36,1,5228,0,10,9,7,5,"No"
"No","Rarely","College","High","Very High","Entry","High","High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",29,23,2700,1,10,10,7,7,"No"
"Yes","Rarely","Master","Very High","High","Expert","Medium","Very High","No stock","Better","R&D","Life Sciences","Res. Dir.","Single",58,2,19246,7,40,31,15,8,"Yes"
"No","Rarely","Master","Very High","Very High","Entry","High","High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",35,1,2506,3,7,2,2,2,"No"
"Yes","Rarely","College","Very High","Medium","Intermediate","Very High","Very High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",42,1,6062,9,8,4,3,2,"No"
"No","Rarely","Master","High","High","Entry","High","Very High","No stock","Good","R&D","Medical","Res. Sci.","Single",28,2,4382,6,5,2,2,1,"Yes"
"No","Rarely","Bachelor","High","High","Entry","Medium","Medium","Few stocks","Better","HR","HR","HR","Married",36,13,2143,4,8,5,2,4,"No"
"No","Rarely","Bachelor","High","Medium","Intermediate","High","High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",32,4,6162,1,14,14,13,8,"No"
"No","Frequently","Master","Low","Medium","Intermediate","High","Very High","No stock","Better","R&D","Medical","Lab. Tech.","Single",40,16,5094,6,10,1,0,0,"No"
"Yes","Rarely","Bachelor","High","Medium","Intermediate","Very High","Medium","No stock","Good","R&D","Medical","Manuf. Dir.","Single",30,2,6877,5,12,0,0,0,"No"
"No","Rarely","Bachelor","Medium","Medium","Entry","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",45,2,2274,1,1,1,0,0,"No"
"No","Rarely","Bachelor","Medium","High","Intermediate","Medium","Very High","Few stocks","Good","R&D","Life Sciences","Manuf. Dir.","Married",42,29,4434,1,10,9,8,8,"No"
"No","Frequently","Bachelor","Low","Medium","Intermediate","Low","High","Few stocks","Good","R&D","Life Sciences","Health. Repr.","Divorced",38,12,6288,2,13,4,3,2,"No"
"No","Frequently","Master","High","Medium","Entry","Very High","High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",34,16,2553,1,6,5,2,3,"No"
"No","Rarely","Bachelor","High","High","Experienced","Very High","Low","Medium stocks","Best","Sales","Marketing","Sales Exe.","Married",49,11,7654,1,9,9,8,7,"Yes"
"No","Rarely","Below College","High","High","Intermediate","Very High","High","No stock","Good","Sales","Medical","Sales Exe.","Single",55,2,5160,4,12,9,7,3,"Yes"
"No","Rarely","College","Medium","High","Advanced","Low","High","Few stocks","Better","R&D","Life Sciences","Res. Dir.","Married",43,14,17159,6,22,4,1,0,"No"
"Yes","Rarely","Below College","High","Medium","Experienced","Very High","Medium","Few stocks","Better","R&D","Technical","Res. Dir.","Divorced",27,5,12808,1,9,9,8,8,"No"
"No","Rarely","Bachelor","High","High","Experienced","High","Medium","No stock","Best","R&D","Other","Manuf. Dir.","Single",35,7,10221,3,17,8,5,6,"No"
"Yes","Rarely","Master","Medium","High","Intermediate","Medium","Low","No stock","Better","Sales","Marketing","Sales Exe.","Married",28,2,4779,1,8,8,7,5,"No"
"No","Rarely","College","High","High","Entry","Very High","High","Few stocks","Bad","HR","HR","HR","Married",34,3,3737,0,4,3,2,2,"No"
"Yes","Frequently","College","High","Medium","Entry","High","Low","Few stocks","Better","R&D","Medical","Res. Sci.","Married",26,5,2366,1,8,8,7,7,"Yes"
"No","Never","Bachelor","Very High","High","Entry","Very High","High","Many stocks","Good","R&D","Medical","Res. Sci.","Married",27,3,1706,1,0,0,0,0,"No"
"No","Rarely","Master","Low","High","Advanced","High","High","Few stocks","Good","Sales","Marketing","Manager","Married",51,26,16307,2,29,20,6,17,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Medium","Very High","No stock","Good","R&D","Medical","Health. Repr.","Single",44,4,5933,9,10,5,2,3,"No"
"No","Rarely","Below College","Low","Very High","Entry","Low","High","No stock","Good","R&D","Medical","Res. Sci.","Single",25,2,3424,7,6,4,3,1,"No"
"No","Rarely","Bachelor","Low","Very High","Intermediate","Low","Low","Few stocks","Better","Sales","Medical","Sales Exe.","Divorced",33,1,4037,1,9,9,8,8,"No"
